sr_pmid,primary_pmid,sr_title,primary_title,cosine,cocit_count,cocit_j,bc_count,bc_j,age_abs_years,sr_comm,primary_comm
33629128,11682427,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A carbohydrate-rich drink reduces preoperative discomfort in elective surgery patients.,0.856927,6,0.016575,0,0.0,20,0,10
33629128,12631049,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",0.999924,3,0.01676,0,0.0,18,0,11
33629128,14760661,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized clinical trial comparing an oral carbohydrate beverage with placebo before laparoscopic cholecystectomy.,0.94353,3,0.02521,1,0.012195,17,0,12
33629128,15681099,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,0.8609,3,0.014493,1,0.012195,16,0,1
33629128,15739210,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,0.943538,6,0.029126,2,0.024096,16,0,14
33629128,16387895,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"A carbohydrate-rich beverage prior to surgery prevents surgery-induced immunodepression: a randomized, controlled, clinical trial.",0.856594,0,0.0,1,0.010989,15,0,15
33629128,16919107,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,0.887188,3,0.012346,0,0.0,15,0,16
33629128,17056939,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate administration to ASA III-IV patients undergoing elective cardiac surgery.,0.887188,4,0.029851,3,0.033333,15,0,17
33629128,17454835,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Insulin resistance after cardiopulmonary bypass in the elderly patient.,0.876064,1,0.015625,1,0.010989,14,0,18
33629128,18096368,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of preoperative carbohydrate loading on glucose metabolism and gastric contents in patients undergoing moderate surgery: a randomized, controlled trial.",0.999921,1,0.009009,2,0.026316,13,0,2
33629128,18477073,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate treatment before coronary artery bypass surgery.,0.887188,2,0.027778,4,0.054054,13,0,19
33629128,19080431,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,[Effects of preoperative carbohydrate loading on the changes in serum tumor necrosis factor receptors 1 and 2 and insulin resistance in patients of colon carcinoma].,0.749609,0,0.0,0,0.0,13,0,20
33629128,19142085,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effect of preoperative intravenous carbohydrate loading on preoperative discomfort in elective surgery patients.,0.991099,0,0.0,4,0.05,12,0,21
33629128,19363695,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",0.887368,3,0.024793,4,0.045977,12,0,23
33629128,19448380,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A carbohydrate-rich drink shortly before surgery affected IGF-I bioavailability after a total hip replacement. A double-blind placebo controlled study on 29 patients.,0.857558,0,0.0,2,0.024691,12,0,24
33629128,19594087,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effects of oral preoperative carbohydrate on early postoperative outcome after thyroidectomy.,0.999924,1,0.015385,0,0.0,12,0,25
33629128,20101593,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized clinical trial to compare the effects of preoperative oral carbohydrate versus placebo on insulin resistance after colorectal surgery.,0.943538,2,0.013699,4,0.034188,11,0,26
33629128,20177856,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,0.861137,3,0.028037,4,0.040816,11,0,27
33629128,20177860,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effect of preoperative feeding on gastric emptying following spinal anesthesia: a randomized controlled trial.,0.991192,0,0.0,2,0.025641,11,0,28
33629128,20205227,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,0.943538,5,0.042735,8,0.096386,11,0,29
33629128,21108056,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,[Effects of preoperative oral glucose on perioperative insulin resistance and plasma proteins of intestinal surgery].,0.747713,0,0.0,0,0.0,11,0,31
33629128,22041970,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Safety and efficacy of oral rehydration therapy until 2 h before surgery: a multicenter randomized controlled trial.,0.966427,1,0.012821,2,0.025316,9,0,35
33629128,22235107,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Evaluation of the effects of a preoperative 2-hour fast with maltodextrine and glutamine on insulin resistance, acute-phase response, nitrogen balance, and serum glutathione after laparoscopic cholecystectomy: a controlled randomized trial.",0.988395,2,0.021978,3,0.030928,9,0,36
33629128,22450530,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Total hip arthroplasty and perioperative oral carbohydrate treatment: a randomised, double-blind, controlled trial.",0.941458,1,0.015873,5,0.068493,9,0,38
33629128,22729296,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Clinical and metabolic results of fasting abbreviation with carbohydrates in coronary artery bypass graft surgery.,0.922072,2,0.037037,6,0.061856,9,0,39
33629128,22747890,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Oral nutrition or water loading before hip replacement surgery; a randomized clinical trial.,0.929069,1,0.014706,6,0.058252,9,0,40
33629128,23406311,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomized placebo controlled trial of preoperative carbohydrate drinks and early postoperative nutritional supplement drinks in colorectal surgery.,0.856594,1,0.013699,5,0.054348,8,0,42
33629128,23547623,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,0.929702,3,0.042254,2,0.022727,8,0,5
33629128,23696477,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized clinical trial on enhanced recovery versus standard care following open liver resection.,0.943677,0,0.0,0,0.0,8,0,44
33629128,23757474,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,0.887343,3,0.046154,4,0.043956,8,0,45
33629128,24472587,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Does preoperative oral carbohydrate reduce hospital stay? A randomized trial.,0.882222,0,0.0,8,0.112676,7,0,50
33629128,25065093,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Oral rehydration with 10% carbohydrate drink for preventing postoperative nausea and vomiting (PONV) after low dose of spinal morphine.,0.929069,0,0.0,0,0.0,7,0,0
33629128,25364300,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,0.857558,3,0.046154,6,0.068966,7,0,52
33629128,25609319,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effects of preoperative carbohydrates drinks on immediate postoperative outcome after day care laparoscopic cholecystectomy.,0.999924,5,0.059524,5,0.061728,6,0,53
33629128,26306603,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Preoperative Nutrition and Postoperative Discomfort in an ERAS Setting: A Randomized Study in Gastric Bypass Surgery.,0.887343,1,0.02,3,0.043478,5,0,56
33629128,26317629,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"The Effect of Preoperative Oral Carbohydrate or Oral Rehydration Solution on Postoperative Quality of Recovery: A Randomized, Controlled Clinical Trial.",0.861137,3,0.0625,4,0.050633,6,0,0
33629128,26495916,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,0.943538,5,0.106383,0,0.0,6,0,57
33629128,26704011,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,[Impact of preoperative oral liquid carbohydrate on postoperative insulin resistance in gastric cancer patients and its associated study].,0.747713,0,0.0,0,0.0,6,0,58
33629128,27438627,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of oral carbohydrate with amino acid solution on the metabolic status of patients in the preoperative period: a randomized, prospective clinical trial.",0.999924,0,0.0,12,0.136364,5,0,61
33629128,28073036,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Does preoperative oral carbohydrate treatment reduce the postoperative surgical stress response in lumbar disc surgery?,0.882403,2,0.037736,7,0.08046,4,0,63
33629128,28582271,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",0.887368,7,0.07,4,0.050633,3,0,65
33629128,29157765,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The Effect of Preoperative Oral Carbohydrate Solution Intake on Patient Comfort: A Randomized Controlled Study.,0.861239,1,0.017241,15,0.1875,4,0,67
33629128,29306223,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Do preoperative oral carbohydrates improve postoperative outcomesin patients undergoing coronary artery bypass grafts?,0.861371,1,0.021739,10,0.128205,4,0,71
33629128,29915988,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",0.999924,4,0.085106,7,0.092105,3,0,75
33629128,30497695,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,0.856996,4,0.059701,9,0.12,2,0,77
33629128,31096498,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effects of preoperative oral carbohydrates on patients undergoing ESD surgery under general anesthesia: A randomized control study.,0.999921,4,0.081633,8,0.096386,2,0,82
33629128,31309323,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,0.856996,8,0.088889,6,0.068966,2,0,84
33629128,32025843,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Impact of oral carbohydrate consumption prior to cesarean delivery on preoperative well-being: a randomized interventional study.,0.986064,2,0.044444,9,0.1,1,0,88
36505254,8149032,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Glucose infusion instead of preoperative fasting reduces postoperative insulin resistance.,0.807471,3,0.018405,0,0.0,28,1,6
36505254,10459075,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrates and postoperative insulin resistance.,0.889152,1,0.011765,1,0.01,23,1,8
36505254,11254464,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate treatment attenuates immediate postoperative insulin resistance.,0.890863,2,0.009434,1,0.009009,21,1,9
36505254,14760661,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Randomized clinical trial comparing an oral carbohydrate beverage with placebo before laparoscopic cholecystectomy.,0.944228,1,0.009434,3,0.03,18,1,12
36505254,15297112,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate treatment attenuates endogenous glucose release 3 days after surgery.,0.889026,0,0.0,2,0.018349,18,1,13
36505254,15681099,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,0.861847,1,0.005155,3,0.03,17,1,1
36505254,17056939,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative oral carbohydrate administration to ASA III-IV patients undergoing elective cardiac surgery.,0.889026,0,0.0,2,0.018018,16,1,17
36505254,17454835,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Insulin resistance after cardiopulmonary bypass in the elderly patient.,0.874969,0,0.0,2,0.018182,15,1,18
36505254,18477073,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate treatment before coronary artery bypass surgery.,0.889026,0,0.0,3,0.031579,14,1,19
36505254,19363695,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",0.889163,2,0.018692,3,0.027778,13,1,23
36505254,19594087,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effects of oral preoperative carbohydrate on early postoperative outcome after thyroidectomy.,0.999987,0,0.0,0,0.0,13,1,25
36505254,20177856,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,0.862047,0,0.0,3,0.02521,12,1,27
36505254,20205227,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,0.944242,1,0.009434,5,0.04717,12,1,29
36505254,20622656,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Cellular mechanisms underlying the protective effects of preoperative feeding: a randomized study investigating muscle and liver glycogen content, mitochondrial function, gene and protein expression.",0.94837,1,0.017241,2,0.015504,12,1,30
36505254,21519733,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Safety of oral glutamine in the abbreviation of preoperative fasting: a double-blind, controlled, randomized clinical trial.",0.966811,0,0.0,1,0.010204,11,1,33
36505254,21668975,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effects of preoperative feeding with a whey protein plus carbohydrate drink on the acute phase response and insulin resistance. A randomized trial.,1.0,1,0.010989,1,0.008772,11,1,1
36505254,21890323,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Oral preoperative antioxidants in pancreatic surgery: a double-blind, randomized, clinical trial.",0.930568,0,0.0,1,0.009709,10,1,34
36505254,22041970,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Safety and efficacy of oral rehydration therapy until 2 h before surgery: a multicenter randomized controlled trial.,0.967142,0,0.0,2,0.020202,10,1,35
36505254,22450530,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Total hip arthroplasty and perioperative oral carbohydrate treatment: a randomised, double-blind, controlled trial.",0.941376,0,0.0,4,0.042553,10,1,38
36505254,22729296,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Clinical and metabolic results of fasting abbreviation with carbohydrates in coronary artery bypass graft surgery.,0.922958,1,0.025,3,0.025,10,1,39
36505254,22747890,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Oral nutrition or water loading before hip replacement surgery; a randomized clinical trial.,0.930568,1,0.018868,6,0.04878,10,1,40
36505254,23757474,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Preoperative carbohydrate loading in patients undergoing coronary artery bypass or spinal surgery.,0.889152,1,0.019231,5,0.045455,9,1,45
